body,intent
"As per the new compliance regulation dated 1980-05-21, we request you to update your policy documentation accordingly.",regulation
"As per the new compliance regulation dated 1975-09-17, we request you to update your policy documentation accordingly.",regulation
"As per the new compliance regulation dated 1979-08-30, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of re-contextualize intuitive relationships products. Please share your quotation at the earliest.,RFQ
We are looking to get a quote for the supply of maximize wireless technologies products. Please share your quotation at the earliest.,RFQ
You are cordially invited to our annual conference on 2013-03-28 at Woods Ltd.,invite
"You are cordially invited to our annual conference on 2010-06-25 at Odonnell, Murphy and Avila.",invite
"Dear Jessica Rodriguez, please find the attached invoice for your order placed on 1995-10-14. Invoice number: 0ab7251a-3fde-45ca-b230-bfb34e61b66b.",invoice
We are looking to get a quote for the supply of streamline 24/7 relationships products. Please share your quotation at the earliest.,RFQ
"As per the new compliance regulation dated 2021-05-10, we request you to update your policy documentation accordingly.",regulation
You are cordially invited to our annual conference on 2008-11-28 at Wang-Moore.,invite
"As per the new compliance regulation dated 1980-05-06, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of harness cross-platform synergies products. Please share your quotation at the earliest.,RFQ
You are cordially invited to our annual conference on 2005-07-01 at Rose-Salazar.,invite
"As per the new compliance regulation dated 1972-11-17, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of visualize compelling vortals products. Please share your quotation at the earliest.,RFQ
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
We are looking to get a quote for the supply of disintermediate mission-critical platforms products. Please share your quotation at the earliest.,RFQ
You are cordially invited to our annual conference on 1979-05-12 at Rodriguez and Sons.,invite
You are cordially invited to our annual conference on 1999-10-28 at Aguilar-Walton.,invite
"Dear Aaron Thompson, please find the attached invoice for your order placed on 2004-12-21. Invoice number: 570a4bb8-2d32-4511-870d-0a4eaa186c90.",invoice
"As per the new compliance regulation dated 1996-05-10, we request you to update your policy documentation accordingly.",regulation
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"Dear Mary Adams, please find the attached invoice for your order placed on 2014-06-16. Invoice number: 7d62f022-e27f-4ed8-a3c9-538bd6c29a6d.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"As per the new compliance regulation dated 1971-04-03, we request you to update your policy documentation accordingly.",regulation
You are cordially invited to our annual conference on 2015-05-27 at Moran-Salazar.,invite
"As per the new compliance regulation dated 2015-09-18, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of aggregate cross-media models products. Please share your quotation at the earliest.,RFQ
"As per the new compliance regulation dated 1976-08-14, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of deploy impactful technologies products. Please share your quotation at the earliest.,RFQ
You are cordially invited to our annual conference on 2024-12-13 at Gonzalez-Robinson.,invite
"As per the new compliance regulation dated 2002-05-10, we request you to update your policy documentation accordingly.",regulation
"Dear Wyatt Gilbert, please find the attached invoice for your order placed on 1973-01-04. Invoice number: cb387a5a-0927-4497-b7b9-fee12be23651.",invoice
We are looking to get a quote for the supply of utilize user-centric infrastructures products. Please share your quotation at the earliest.,RFQ
"Dear Stacy Hayes, please find the attached invoice for your order placed on 1978-01-04. Invoice number: 0f508053-213a-4060-81cc-74c36384b67c.",invoice
You are cordially invited to our annual conference on 1973-12-14 at Thompson-Murray.,invite
"As per the new compliance regulation dated 2024-02-04, we request you to update your policy documentation accordingly.",regulation
"As per the new compliance regulation dated 2015-09-15, we request you to update your policy documentation accordingly.",regulation
You are cordially invited to our annual conference on 1990-06-07 at Sampson LLC.,invite
We are looking to get a quote for the supply of engage killer platforms products. Please share your quotation at the earliest.,RFQ
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"As per the new compliance regulation dated 1981-09-20, we request you to update your policy documentation accordingly.",regulation
We are looking to get a quote for the supply of architect user-centric convergence products. Please share your quotation at the earliest.,RFQ
We are looking to get a quote for the supply of mesh collaborative e-services products. Please share your quotation at the earliest.,RFQ
"Dear Laura Ward, please find the attached invoice for your order placed on 2009-07-04. Invoice number: 7335eb4c-ec71-4b89-8b52-5ba1c0e17ed4.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"Dear Cindy Webb, please find the attached invoice for your order placed on 2015-07-29. Invoice number: 5162267e-cb20-468e-9699-e75d58b38eee.",invoice
We are looking to get a quote for the supply of maximize intuitive web services products. Please share your quotation at the earliest.,RFQ
"Dear Gregg Valencia, please find the attached invoice for your order placed on 2023-07-27. Invoice number: 1466f265-3b4c-4361-ac91-26e66723e7fe.",invoice
We are looking to get a quote for the supply of e-enable robust metrics products. Please share your quotation at the earliest.,RFQ
"Dear Rebecca Martinez, please find the attached invoice for your order placed on 2013-05-11. Invoice number: 624433ac-d95b-4dd8-8353-cefaeb4df7c8.",invoice
I am not satisfied with the product I received. It arrived damaged and I would like a replacement or a refund.,complaint
"As per the new compliance regulation dated 1990-08-19, we request you to update your policy documentation accordingly.",regulation
